year,ronda,piloto_id,constructor_id,puntos,posicion,posicion_inicial,vueltas,status,gap,vuelta_rapida,velocidad_punta_kph
2021,18,ricciardo,mclaren,0,12,7,70,+1 Lap,NA,1:21.069,191.126
2021,18,ocon,alpine,0,13,19,70,+1 Lap,NA,1:21.348,190.470
2021,18,stroll,aston_martin,0,14,20,69,+2 Laps,NA,1:20.930,191.454
2021,18,bottas,mercedes,0,15,1,69,+2 Laps,NA,1:17.774,199.223
2021,18,russell,williams,0,16,16,69,+2 Laps,NA,1:22.016,188.919
2021,18,latifi,williams,0,17,13,69,+2 Laps,NA,1:21.546,190.008
2021,18,mazepin,haas,0,18,15,68,+3 Laps,NA,1:21.402,190.344
2021,18,mick_schumacher,haas,0,19,14,0,Collision,NA,NA,NA
2021,18,tsunoda,alphatauri,0,20,17,0,Collision,NA,NA,NA
2021,19,hamilton,mercedes,25,1,10,71,Finished,1:32:22.851,1:11.982,215.503
2021,19,max_verstappen,red_bull,18,2,2,71,Finished,+10.496,1:12.486,214.005
2021,19,bottas,mercedes,15,3,1,71,Finished,+13.576,1:12.526,213.887
2021,19,perez,red_bull,13,4,4,71,Finished,+39.940,1:11.010,218.453
2021,19,leclerc,ferrari,10,5,6,71,Finished,+49.517,1:12.822,213.018
2021,19,sainz,ferrari,8,6,3,71,Finished,+51.820,1:12.710,213.346
2021,19,gasly,alphatauri,6,7,7,70,+1 Lap,NA,1:13.227,211.839
2021,19,ocon,alpine,4,8,8,70,+1 Lap,NA,1:14.430,208.415
2021,19,alonso,alpine,2,9,12,70,+1 Lap,NA,1:13.922,209.848
2021,19,norris,mclaren,1,10,5,70,+1 Lap,NA,1:13.761,210.306
2021,19,vettel,aston_martin,0,11,9,70,+1 Lap,NA,1:13.634,210.668
2021,19,raikkonen,alfa,0,12,0,70,+1 Lap,NA,1:12.621,213.607
2021,19,russell,williams,0,13,17,70,+1 Lap,NA,1:14.355,208.626
2021,19,giovinazzi,alfa,0,14,13,70,+1 Lap,NA,1:14.227,208.985
2021,19,tsunoda,alphatauri,0,15,15,70,+1 Lap,NA,1:14.204,209.050
2021,19,latifi,williams,0,16,16,70,+1 Lap,NA,1:14.616,207.896
2021,19,mazepin,haas,0,17,19,69,+2 Laps,NA,1:14.954,206.958
2021,19,mick_schumacher,haas,0,18,18,69,+2 Laps,NA,1:13.793,210.215
2021,19,ricciardo,mclaren,0,19,11,49,Power loss,NA,1:14.443,208.379
2021,19,stroll,aston_martin,0,20,14,47,Collision damage,NA,1:15.344,205.887
2021,20,hamilton,mercedes,25,1,1,57,Finished,1:24:28.471,1:25.084,227.633
2021,20,max_verstappen,red_bull,19,2,7,57,Finished,+25.743,1:23.196,232.799
2021,20,alonso,alpine,15,3,3,57,Finished,+59.457,1:26.682,223.437
2021,20,perez,red_bull,12,4,11,57,Finished,+1:02.306,1:25.613,226.227
2021,20,ocon,alpine,10,5,9,57,Finished,+1:20.570,1:27.061,222.464
2021,20,stroll,aston_martin,8,6,12,57,Finished,+1:21.274,1:27.356,221.713
2021,20,sainz,ferrari,6,7,5,57,Finished,+1:21.911,1:26.570,223.726
2021,20,leclerc,ferrari,4,8,13,57,Finished,+1:23.126,1:26.555,223.765
2021,20,norris,mclaren,2,9,4,56,+1 Lap,NA,1:25.746,225.876
2021,20,vettel,aston_martin,1,10,10,56,+1 Lap,NA,1:26.434,224.078
2021,20,gasly,alphatauri,0,11,2,56,+1 Lap,NA,1:27.019,222.572
2021,20,ricciardo,mclaren,0,12,14,56,+1 Lap,NA,1:27.198,222.115
2021,20,tsunoda,alphatauri,0,13,8,56,+1 Lap,NA,1:27.043,222.510
2021,20,raikkonen,alfa,0,14,16,56,+1 Lap,NA,1:26.358,224.275
2021,20,giovinazzi,alfa,0,15,18,56,+1 Lap,NA,1:27.823,220.534
2021,20,mick_schumacher,haas,0,16,19,56,+1 Lap,NA,1:28.412,219.065
2021,20,russell,williams,0,17,15,55,+2 Laps,NA,1:25.768,225.818
2021,20,mazepin,haas,0,18,20,55,+2 Laps,NA,1:27.340,221.754
2021,20,latifi,williams,0,19,17,50,Puncture,NA,1:28.732,218.275
2021,20,bottas,mercedes,0,20,6,48,Damage,NA,1:27.246,221.992
2021,21,hamilton,mercedes,26,1,1,50,Finished,2:06:15.118,1:30.734,244.962
2021,21,max_verstappen,red_bull,18,2,3,50,Finished,+11.825,1:31.488,242.943
2021,21,bottas,mercedes,15,3,2,50,Finished,+27.531,1:31.408,243.155
2021,21,ocon,alpine,12,4,9,50,Finished,+27.633,1:31.797,242.125
2021,21,ricciardo,mclaren,10,5,11,50,Finished,+40.121,1:32.716,239.725
2021,21,gasly,alphatauri,8,6,6,50,Finished,+41.613,1:32.297,240.813
2021,21,leclerc,ferrari,6,7,4,50,Finished,+44.475,1:31.601,242.643
2021,21,sainz,ferrari,4,8,15,50,Finished,+46.606,1:31.851,241.983
2021,21,giovinazzi,alfa,2,9,10,50,Finished,+58.505,1:32.865,239.340
2021,21,norris,mclaren,1,10,7,50,Finished,+1:01.358,1:31.914,241.817
2021,21,stroll,aston_martin,0,11,18,50,Finished,+1:17.212,1:32.804,239.498
2021,21,latifi,williams,0,12,16,50,Finished,+1:23.249,1:32.751,239.635
2021,21,alonso,alpine,0,13,13,49,+1 Lap,NA,1:31.633,242.558
2021,21,tsunoda,alphatauri,0,14,8,49,+1 Lap,NA,1:32.506,240.269
2021,21,raikkonen,alfa,0,15,12,49,+1 Lap,NA,1:32.778,239.565
2021,21,vettel,aston_martin,0,16,17,44,Collision damage,NA,1:34.030,236.375
2021,21,perez,red_bull,0,17,5,14,Collision,NA,1:34.138,236.104
2021,21,mazepin,haas,0,18,20,14,Collision,NA,1:37.043,229.036
2021,21,russell,williams,0,19,14,14,Collision,NA,1:36.130,231.211
2021,21,mick_schumacher,haas,0,20,19,8,Accident,NA,1:36.043,231.421
2021,22,max_verstappen,red_bull,26,1,1,58,Finished,1:30:17.345,1:26.103,220.800
2021,22,hamilton,mercedes,18,2,2,58,Finished,+2.256,1:26.615,219.495
2021,22,sainz,ferrari,15,3,5,58,Finished,+5.173,1:27.618,216.982
2021,22,tsunoda,alphatauri,12,4,8,58,Finished,+5.692,1:27.496,217.285
2021,22,gasly,alphatauri,10,5,12,58,Finished,+6.531,1:27.342,217.668
2021,22,bottas,mercedes,8,6,6,58,Finished,+7.463,1:26.862,218.871
2021,22,norris,mclaren,6,7,3,58,Finished,+59.200,1:26.762,219.123
2021,22,alonso,alpine,4,8,11,58,Finished,+1:01.708,1:27.607,217.010
2021,22,ocon,alpine,2,9,9,58,Finished,+1:04.026,1:28.249,215.431
2021,22,leclerc,ferrari,1,10,7,58,Finished,+1:06.057,1:28.433,214.983
2021,22,vettel,aston_martin,0,11,15,58,Finished,+1:07.527,1:28.303,215.299
2021,22,ricciardo,mclaren,0,12,10,57,+1 Lap,NA,1:28.723,214.280
2021,22,stroll,aston_martin,0,13,13,57,+1 Lap,NA,1:28.567,214.657
2021,22,mick_schumacher,haas,0,14,19,57,+1 Lap,NA,1:29.457,212.522
2021,22,perez,red_bull,0,15,4,55,Engine,NA,1:26.419,219.993
2021,22,latifi,williams,0,16,16,50,Accident,NA,1:29.293,212.912
2021,22,giovinazzi,alfa,0,17,14,33,Gearbox,NA,1:29.442,212.557
2021,22,russell,williams,0,18,17,26,Gearbox,NA,1:30.647,209.732
2021,22,raikkonen,alfa,0,19,18,25,Brakes,NA,1:29.698,211.951
2021,22,mazepin,haas,0,20,20,0,Illness,NA,NA,NA
2022,1,leclerc,ferrari,26,1,1,57,Finished,1:37:33.584,1:34.570,206.018
2022,1,sainz,ferrari,18,2,3,57,Finished,+5.598,1:35.740,203.501
2022,1,hamilton,mercedes,15,3,5,57,Finished,+9.675,1:36.228,202.469
2022,1,russell,mercedes,12,4,9,57,Finished,+11.211,1:36.302,202.313
2022,1,kevin_magnussen,haas,10,5,7,57,Finished,+14.754,1:36.623,201.641
2022,1,bottas,alfa,8,6,6,57,Finished,+16.119,1:36.599,201.691
2022,1,ocon,alpine,6,7,11,57,Finished,+19.423,1:37.110,200.630
2022,1,tsunoda,alphatauri,4,8,16,57,Finished,+20.386,1:37.104,200.642
2022,1,alonso,alpine,2,9,8,57,Finished,+22.390,1:36.733,201.412
2022,1,zhou,alfa,1,10,15,57,Finished,+23.064,1:36.685,201.512
2022,1,mick_schumacher,haas,0,11,12,57,Finished,+32.574,1:36.956,200.948
2022,1,stroll,aston_martin,0,12,19,57,Finished,+45.873,1:37.146,200.555
2022,1,albon,williams,0,13,14,57,Finished,+53.932,1:37.355,200.125
2022,1,ricciardo,mclaren,0,14,18,57,Finished,+54.975,1:37.261,200.318
2022,1,norris,mclaren,0,15,13,57,Finished,+56.335,1:36.988,200.882
2022,1,latifi,williams,0,16,20,57,Finished,+1:01.795,1:38.251,198.300
2022,1,hulkenberg,aston_martin,0,17,17,57,Finished,+1:03.829,1:38.201,198.401
2022,1,perez,red_bull,0,18,4,56,Fuel pressure,NA,1:36.089,202.762
2022,1,max_verstappen,red_bull,0,19,2,54,Fuel pressure,NA,1:35.440,204.140
2022,1,gasly,alphatauri,0,20,10,44,Power Unit,NA,1:37.324,200.189
2022,2,max_verstappen,red_bull,25,1,4,50,Finished,1:24:19.293,1:31.772,242.191
2022,2,leclerc,ferrari,19,2,2,50,Finished,+0.549,1:31.634,242.556
2022,2,sainz,ferrari,15,3,3,50,Finished,+8.097,1:31.905,241.841
2022,2,perez,red_bull,12,4,1,50,Finished,+10.800,1:32.042,241.481
2022,2,russell,mercedes,10,5,6,50,Finished,+32.732,1:32.821,239.454
2022,2,ocon,alpine,8,6,5,50,Finished,+56.017,1:33.103,238.729
2022,2,norris,mclaren,6,7,11,50,Finished,+56.124,1:32.753,239.629
2022,2,gasly,alphatauri,4,8,9,50,Finished,+1:02.946,1:33.468,237.796
2022,2,kevin_magnussen,haas,2,9,10,50,Finished,+1:04.308,1:32.779,239.562
2022,2,hamilton,mercedes,1,10,15,50,Finished,+1:13.948,1:32.997,239.001
2022,2,zhou,alfa,0,11,12,50,Finished,+1:22.215,1:33.924,236.642
2022,2,hulkenberg,aston_martin,0,12,17,50,Finished,+1:31.742,1:33.651,237.332
2022,2,stroll,aston_martin,0,13,13,49,+1 Lap,NA,1:34.446,235.334
2022,2,albon,williams,0,14,16,47,Collision damage,NA,1:34.368,235.528
2022,2,bottas,alfa,0,15,8,36,Cooling system,NA,1:33.979,236.503
2022,2,alonso,alpine,0,16,7,35,Water pump,NA,1:33.831,236.876
2022,2,ricciardo,mclaren,0,17,14,35,Gearbox,NA,1:34.487,235.232
2022,2,latifi,williams,0,18,18,14,Accident,NA,1:37.530,227.892
2022,2,tsunoda,alphatauri,0,19,19,0,Power Unit,NA,NA,NA
2022,2,mick_schumacher,haas,0,20,0,0,Withdrew,NA,NA,NA
2022,3,leclerc,ferrari,26,1,1,58,Finished,1:27:46.548,1:20.260,236.740
2022,3,perez,red_bull,18,2,3,58,Finished,+20.524,1:21.094,234.305
2022,3,russell,mercedes,15,3,6,58,Finished,+25.593,1:21.495,233.152
2022,3,hamilton,mercedes,12,4,5,58,Finished,+28.543,1:21.886,232.039
2022,3,norris,mclaren,10,5,4,58,Finished,+53.303,1:22.248,231.018
2022,3,ricciardo,mclaren,8,6,7,58,Finished,+53.737,1:22.451,230.449
2022,3,ocon,alpine,6,7,8,58,Finished,+1:01.683,1:22.469,230.399
2022,3,bottas,alfa,4,8,12,58,Finished,+1:08.439,1:21.651,232.707
2022,3,gasly,alphatauri,2,9,11,58,Finished,+1:16.221,1:22.731,229.669
2022,3,albon,williams,1,10,20,58,Finished,+1:19.382,1:22.589,230.064
2022,3,zhou,alfa,0,11,14,58,Finished,+1:21.695,1:22.541,230.198
2022,3,stroll,aston_martin,0,12,19,58,Finished,+1:28.598,1:23.592,227.304
2022,3,mick_schumacher,haas,0,13,15,57,+1 Lap,NA,1:23.006,228.908
2022,3,kevin_magnussen,haas,0,14,16,57,+1 Lap,NA,1:23.071,228.729
2022,3,tsunoda,alphatauri,0,15,13,57,+1 Lap,NA,1:23.342,227.985
2022,3,latifi,williams,0,16,18,57,+1 Lap,NA,1:23.882,226.518
2022,3,alonso,alpine,0,17,10,57,+1 Lap,NA,1:20.846,235.024
2022,3,max_verstappen,red_bull,0,18,2,38,Fuel leak,NA,1:21.677,232.633
2022,3,vettel,aston_martin,0,19,17,22,Accident,NA,1:25.189,223.042
2022,3,sainz,ferrari,0,20,9,1,Spun off,NA,NA,NA
2022,4,max_verstappen,red_bull,26,1,1,63,Finished,1:32:07.986,1:18.446,225.281
2022,4,perez,red_bull,18,2,3,63,Finished,+16.527,1:18.949,223.845
2022,4,norris,mclaren,15,3,5,63,Finished,+34.834,1:20.903,218.439
2022,4,russell,mercedes,12,4,11,63,Finished,+42.506,1:20.962,218.280
2022,4,bottas,alfa,10,5,7,63,Finished,+43.181,1:20.758,218.831
2022,4,leclerc,ferrari,8,6,2,63,Finished,+56.072,1:18.574,224.914
2022,4,tsunoda,alphatauri,6,7,12,63,Finished,+1:01.110,1:20.544,219.412
2022,4,vettel,aston_martin,4,8,13,63,Finished,+1:10.892,1:21.211,217.610
2022,4,kevin_magnussen,haas,2,9,8,63,Finished,+1:15.260,1:21.238,217.538
2022,4,stroll,aston_martin,1,10,15,62,+1 Lap,NA,1:21.750,216.176
2022,4,albon,williams,0,11,18,62,+1 Lap,NA,1:21.757,216.157
2022,4,gasly,alphatauri,0,12,17,62,+1 Lap,NA,1:21.713,216.274
2022,4,hamilton,mercedes,0,13,14,62,+1 Lap,NA,1:21.419,217.054
2022,4,ocon,alpine,0,14,16,62,+1 Lap,NA,1:21.887,215.814
2022,4,zhou,alfa,0,15,0,62,+1 Lap,NA,1:21.286,217.410
2022,4,latifi,williams,0,16,19,62,+1 Lap,NA,1:21.338,217.271
2022,4,mick_schumacher,haas,0,17,10,62,+1 Lap,NA,1:18.999,223.704
2022,4,ricciardo,mclaren,0,18,6,62,+1 Lap,NA,1:21.577,216.634
2022,4,alonso,alpine,0,19,9,6,Collision damage,NA,1:39.685,177.282
2022,4,sainz,ferrari,0,20,4,0,Collision,NA,NA,NA
2022,5,max_verstappen,red_bull,26,1,3,57,Finished,1:34:24.258,1:31.361,213.255
2022,5,leclerc,ferrari,18,2,1,57,Finished,+3.786,1:31.488,212.959
2022,5,sainz,ferrari,15,3,2,57,Finished,+8.229,1:31.790,212.258
2022,5,perez,red_bull,12,4,4,57,Finished,+10.638,1:31.819,212.191
2022,5,russell,mercedes,10,5,12,57,Finished,+18.582,1:32.195,211.325
2022,5,hamilton,mercedes,8,6,6,57,Finished,+21.368,1:32.941,209.629
2022,5,bottas,alfa,6,7,5,57,Finished,+25.073,1:33.184,209.083
2022,5,ocon,alpine,4,8,20,57,Finished,+28.386,1:33.163,209.130
2022,5,albon,williams,2,9,18,57,Finished,+32.365,1:33.447,208.494
2022,5,stroll,aston_martin,1,10,0,57,Finished,+37.026,1:33.312,208.796
2022,5,alonso,alpine,0,11,11,57,Finished,+37.128,1:33.331,208.753
2022,5,tsunoda,alphatauri,0,12,9,57,Finished,+40.146,1:33.035,209.417
2022,5,ricciardo,mclaren,0,13,14,57,Finished,+40.902,1:33.265,208.901
2022,5,latifi,williams,0,14,19,57,Finished,+49.936,1:34.169,206.896
2022,5,mick_schumacher,haas,0,15,15,57,Finished,+1:13.305,1:32.528,210.565
2022,5,kevin_magnussen,haas,0,16,16,56,Front wing,NA,1:33.511,208.351
2022,5,vettel,aston_martin,0,17,0,54,Collision,NA,1:33.479,208.423
2022,5,gasly,alphatauri,0,18,7,45,Suspension,NA,1:34.487,206.199
2022,5,norris,mclaren,0,19,8,39,Collision,NA,1:33.411,208.575
2022,5,zhou,alfa,0,20,17,6,Water leak,NA,1:35.731,203.520
2022,6,max_verstappen,red_bull,25,1,2,66,Finished,1:37:20.475,1:25.456,196.943
2022,6,perez,red_bull,19,2,5,66,Finished,+13.072,1:24.108,200.099
2022,6,russell,mercedes,15,3,4,66,Finished,+32.927,1:24.636,198.851
2022,6,sainz,ferrari,12,4,3,66,Finished,+45.208,1:25.985,195.731
2022,6,hamilton,mercedes,10,5,6,66,Finished,+54.534,1:24.253,199.755
2022,6,bottas,alfa,8,6,7,66,Finished,+59.976,1:26.395,194.802
2022,6,ocon,alpine,6,7,12,66,Finished,+1:15.397,1:25.935,195.845
2022,6,norris,mclaren,4,8,11,66,Finished,+1:23.235,1:25.619,196.568
2022,6,alonso,alpine,2,9,20,65,+1 Lap,NA,1:26.599,194.344
2022,6,tsunoda,alphatauri,1,10,13,65,+1 Lap,NA,1:26.828,193.831
2022,6,vettel,aston_martin,0,11,16,65,+1 Lap,NA,1:27.629,192.059
2022,6,ricciardo,mclaren,0,12,9,65,+1 Lap,NA,1:27.285,192.816
2022,6,gasly,alphatauri,0,13,14,65,+1 Lap,NA,1:26.987,193.477
2022,6,mick_schumacher,haas,0,14,10,65,+1 Lap,NA,1:27.447,192.459
2022,6,stroll,aston_martin,0,15,17,65,+1 Lap,NA,1:26.876,193.724
2022,6,latifi,williams,0,16,19,64,+2 Laps,NA,1:27.246,192.902
2022,6,kevin_magnussen,haas,0,17,8,64,+2 Laps,NA,1:27.537,192.261
2022,6,albon,williams,0,18,18,64,+2 Laps,NA,1:28.281,190.641
2022,6,zhou,alfa,0,19,15,28,Power loss,NA,1:28.415,190.352
2022,6,leclerc,ferrari,0,20,1,27,Turbo,NA,1:27.030,193.381
2022,7,perez,red_bull,25,1,3,64,Finished,1:56:30.265,1:16.028,158.010
2022,7,sainz,ferrari,18,2,2,64,Finished,+1.154,1:16.421,157.197
2022,7,max_verstappen,red_bull,15,3,4,64,Finished,+1.491,1:16.052,157.960
2022,7,leclerc,ferrari,12,4,1,64,Finished,+2.922,1:16.249,157.552
2022,7,russell,mercedes,10,5,6,64,Finished,+11.968,1:16.830,156.360
2022,7,norris,mclaren,9,6,5,64,Finished,+12.231,1:14.693,160.834
2022,7,alonso,alpine,6,7,7,64,Finished,+46.358,1:15.882,158.314
2022,7,hamilton,mercedes,4,8,8,64,Finished,+50.388,1:17.203,155.605
2022,7,bottas,alfa,2,9,12,64,Finished,+52.525,1:17.600,154.809
2022,7,vettel,aston_martin,1,10,9,64,Finished,+53.536,1:17.558,154.893
2022,7,gasly,alphatauri,0,11,17,64,Finished,+54.289,1:17.344,155.321
2022,7,ocon,alpine,0,12,10,64,Finished,+55.644,1:17.571,154.867
2022,7,ricciardo,mclaren,0,13,14,64,Finished,+57.635,1:17.532,154.945
2022,7,stroll,aston_martin,0,14,18,64,Finished,+1:00.802,1:17.672,154.665
2022,7,latifi,williams,0,15,19,63,+1 Lap,NA,1:18.579,152.880
2022,7,zhou,alfa,0,16,20,63,+1 Lap,NA,1:18.200,153.621
2022,7,tsunoda,alphatauri,0,17,11,63,+1 Lap,NA,1:15.334,159.465
2022,7,albon,williams,0,18,16,48,Mechanical,NA,1:18.023,153.969
2022,7,mick_schumacher,haas,0,19,15,24,Accident,NA,1:24.778,141.701
2022,7,kevin_magnussen,haas,0,20,13,19,Water pressure,NA,1:33.754,128.135
2022,8,max_verstappen,red_bull,25,1,3,51,Finished,1:34:05.941,1:46.050,203.779
2022,8,perez,red_bull,19,2,2,51,Finished,+20.823,1:46.046,203.787
2022,8,russell,mercedes,15,3,5,51,Finished,+45.995,1:47.177,201.636
2022,8,hamilton,mercedes,12,4,7,51,Finished,+1:11.679,1:47.044,201.887
2022,8,gasly,alphatauri,10,5,6,51,Finished,+1:17.299,1:48.519,199.143
2022,8,vettel,aston_martin,8,6,9,51,Finished,+1:24.099,1:48.206,199.719
2022,8,alonso,alpine,6,7,10,51,Finished,+1:28.596,1:47.989,200.120
2022,8,ricciardo,mclaren,4,8,12,51,Finished,+1:32.207,1:48.276,199.589
2022,8,norris,mclaren,2,9,11,51,Finished,+1:32.556,1:47.997,200.105
2022,8,ocon,alpine,1,10,13,51,Finished,+1:48.184,1:48.297,199.551
2022,8,bottas,alfa,0,11,15,50,+1 Lap,NA,1:48.179,199.768
2022,8,albon,williams,0,12,17,50,+1 Lap,NA,1:47.966,200.163
2022,8,tsunoda,alphatauri,0,13,8,50,+1 Lap,NA,1:47.523,200.987
2022,8,mick_schumacher,haas,0,14,20,50,+1 Lap,NA,1:48.410,199.343
2022,8,latifi,williams,0,15,18,50,+1 Lap,NA,1:49.583,197.209
2022,8,stroll,aston_martin,0,16,19,46,Vibrations,NA,1:48.038,200.029
2022,8,kevin_magnussen,haas,0,17,16,31,Power Unit,NA,1:48.789,198.648
2022,8,zhou,alfa,0,18,14,23,Hydraulics,NA,1:48.723,198.769
2022,8,leclerc,ferrari,0,19,1,21,Power Unit,NA,1:47.531,200.972
2022,8,sainz,ferrari,0,20,4,8,Hydraulics,NA,1:48.978,198.304
2022,9,max_verstappen,red_bull,25,1,1,70,Finished,1:36:21.757,1:15.839,207.012
2022,9,sainz,ferrari,19,2,3,70,Finished,+0.993,1:15.749,207.258
2022,9,hamilton,mercedes,15,3,4,70,Finished,+7.006,1:16.167,206.120
2022,9,russell,mercedes,12,4,8,70,Finished,+12.313,1:16.418,205.443
2022,9,leclerc,ferrari,10,5,19,70,Finished,+15.168,1:15.901,206.843
2022,9,ocon,alpine,8,6,7,70,Finished,+23.890,1:17.110,203.600
2022,9,bottas,alfa,6,7,11,70,Finished,+25.247,1:17.010,203.864
2022,9,zhou,alfa,4,8,10,70,Finished,+26.952,1:16.927,204.084
2022,9,alonso,alpine,2,9,2,70,Finished,+29.945,1:16.578,205.014
2022,9,stroll,aston_martin,1,10,17,70,Finished,+38.222,1:17.421,202.782
2022,9,ricciardo,mclaren,0,11,9,70,Finished,+43.047,1:17.932,201.452
2022,9,vettel,aston_martin,0,12,16,70,Finished,+44.245,1:17.956,201.390
2022,9,albon,williams,0,13,12,70,Finished,+44.893,1:17.951,201.403
2022,9,gasly,alphatauri,0,14,15,70,Finished,+45.183,1:17.810,201.768
2022,9,norris,mclaren,0,15,14,70,Finished,+52.145,1:17.495,202.588
2022,9,latifi,williams,0,16,18,70,Finished,+59.978,1:18.540,199.893
2022,9,kevin_magnussen,haas,0,17,5,70,Finished,+1:08.180,1:18.046,201.158
2022,9,tsunoda,alphatauri,0,18,20,47,Accident,NA,1:18.309,200.482
2022,9,mick_schumacher,haas,0,19,6,18,Engine,NA,1:18.967,198.812
2022,9,perez,red_bull,0,20,13,7,Gearbox,NA,1:18.844,199.122
2022,10,sainz,ferrari,25,1,1,52,Finished,2:17:50.311,1:30.813,233.530
2022,10,perez,red_bull,18,2,4,52,Finished,+3.779,1:30.937,233.212
2022,10,hamilton,mercedes,16,3,5,52,Finished,+6.225,1:30.510,234.312
2022,10,leclerc,ferrari,12,4,3,52,Finished,+8.546,1:31.282,232.330
2022,10,alonso,alpine,10,5,7,52,Finished,+9.571,1:31.609,231.501
2022,10,norris,mclaren,8,6,6,52,Finished,+11.943,1:31.645,231.410
2022,10,max_verstappen,red_bull,6,7,2,52,Finished,+18.777,1:32.354,229.633
2022,10,mick_schumacher,haas,4,8,19,52,Finished,+18.995,1:32.109,230.244
2022,10,vettel,aston_martin,2,9,18,52,Finished,+22.356,1:32.471,229.343
2022,10,kevin_magnussen,haas,1,10,17,52,Finished,+24.590,1:32.661,228.872
2022,10,stroll,aston_martin,0,11,20,52,Finished,+26.147,1:32.379,229.571
2022,10,latifi,williams,0,12,10,52,Finished,+32.511,1:33.286,227.339
2022,10,ricciardo,mclaren,0,13,14,52,Finished,+32.817,1:32.644,228.914
2022,10,tsunoda,alphatauri,0,14,13,52,Finished,+40.910,1:33.832,226.016
2022,10,ocon,alpine,0,15,15,37,Fuel pump,NA,1:33.537,226.729
2022,10,gasly,alphatauri,0,16,11,26,Collision damage,NA,1:34.614,224.148
2022,10,bottas,alfa,0,17,12,20,Gearbox,NA,1:35.103,222.996
2022,10,russell,mercedes,0,18,8,0,Collision,NA,NA,NA
2022,10,zhou,alfa,0,19,9,0,Collision,NA,NA,NA
2022,10,albon,williams,0,20,16,0,Collision,NA,NA,NA
2022,11,leclerc,ferrari,25,1,2,71,Finished,1:24:24.312,1:07.583,230.010
2022,11,max_verstappen,red_bull,19,2,1,71,Finished,+1.532,1:07.275,231.063
2022,11,hamilton,mercedes,15,3,8,71,Finished,+41.217,1:09.000,225.286
2022,11,russell,mercedes,12,4,4,71,Finished,+58.972,1:09.075,225.042
2022,11,ocon,alpine,10,5,6,71,Finished,+1:08.436,1:09.559,223.476
2022,11,mick_schumacher,haas,8,6,9,70,+1 Lap,NA,1:09.625,223.264
2022,11,norris,mclaren,6,7,10,70,+1 Lap,NA,1:09.304,224.298
2022,11,kevin_magnussen,haas,4,8,7,70,+1 Lap,NA,1:09.938,222.265
2022,11,ricciardo,mclaren,2,9,11,70,+1 Lap,NA,1:09.924,222.309
2022,11,alonso,alpine,1,10,19,70,+1 Lap,NA,1:08.558,226.739
2022,11,bottas,alfa,0,11,0,70,+1 Lap,NA,1:09.266,224.421
2022,11,albon,williams,0,12,15,70,+1 Lap,NA,1:09.669,223.123
2022,11,stroll,aston_martin,0,13,12,70,+1 Lap,NA,1:10.048,221.916
2022,11,zhou,alfa,0,14,13,70,+1 Lap,NA,1:09.380,224.053
2022,11,gasly,alphatauri,0,15,14,70,+1 Lap,NA,1:10.104,221.739
2022,11,tsunoda,alphatauri,0,16,16,70,+1 Lap,NA,1:10.023,221.995
2022,11,vettel,aston_martin,0,17,18,70,+1 Lap,NA,1:10.001,222.065
2022,11,sainz,ferrari,0,18,3,56,Power Unit,NA,1:08.649,226.438
2022,11,latifi,williams,0,19,17,48,Undertray,NA,1:10.890,219.280
2022,11,perez,red_bull,0,20,5,24,Collision damage,NA,1:11.843,216.371
2022,12,max_verstappen,red_bull,25,1,2,53,Finished,1:30:02.112,1:37.491,215.724
2022,12,hamilton,mercedes,18,2,4,53,Finished,+10.587,1:37.668,215.333
2022,12,russell,mercedes,15,3,6,53,Finished,+16.495,1:37.548,215.598
2022,12,perez,red_bull,12,4,3,53,Finished,+17.310,1:37.780,215.086
2022,12,sainz,ferrari,11,5,19,53,Finished,+28.872,1:35.781,219.575
2022,12,alonso,alpine,8,6,7,53,Finished,+42.879,1:38.160,214.254
2022,12,norris,mclaren,6,7,5,53,Finished,+52.026,1:39.037,212.356
2022,12,ocon,alpine,4,8,10,53,Finished,+56.959,1:38.684,213.116
2022,12,ricciardo,mclaren,2,9,9,53,Finished,+1:00.372,1:39.133,212.151
2022,12,stroll,aston_martin,1,10,15,53,Finished,+1:02.549,1:39.185,212.040
2022,12,vettel,aston_martin,0,11,12,53,Finished,+1:04.494,1:39.044,212.341
2022,12,gasly,alphatauri,0,12,14,53,Finished,+1:05.448,1:38.786,212.896
2022,12,albon,williams,0,13,13,53,Finished,+1:08.565,1:39.199,212.010
2022,12,bottas,alfa,0,14,11,53,Finished,+1:16.666,1:37.963,214.685
2022,12,mick_schumacher,haas,0,15,17,53,Finished,+1:20.394,1:39.068,212.290
2022,12,zhou,alfa,0,16,16,47,+6 Laps,NA,1:39.368,211.649
2022,12,latifi,williams,0,17,18,40,Collision damage,NA,1:39.650,211.050
2022,12,kevin_magnussen,haas,0,18,20,37,Collision damage,NA,1:39.265,211.869
2022,12,leclerc,ferrari,0,19,1,17,Accident,NA,1:38.088,214.411
2022,12,tsunoda,alphatauri,0,20,8,17,Undertray,NA,1:40.216,209.858
2022,13,max_verstappen,red_bull,25,1,10,70,Finished,1:39:35.912,1:22.126,192.041
2022,13,hamilton,mercedes,19,2,7,70,Finished,+7.834,1:21.386,193.787
2022,13,russell,mercedes,15,3,1,70,Finished,+12.337,1:22.766,190.556
2022,13,sainz,ferrari,12,4,2,70,Finished,+14.579,1:22.000,192.336
